   1.0000000000000000e+00	  -5.0000000000000000e+00	  -1.0364000000000000e+02	   7.2649999999999997e+00	
   1.0000000000000000e+00	  -4.9600000000000000e+00	  -1.0305000000000000e+02	  -2.7349999999999999e+00	
   1.0000000000000000e+00	  -4.9299999999999997e+00	  -1.0262000000000000e+02	  -4.7350000000000003e+00	
   1.0000000000000000e+00	  -4.7100000000000000e+00	  -9.9500000000000000e+01	  -7.3499999999999999e-01	
   1.0000000000000000e+00	  -4.2800000000000002e+00	  -9.2849999999999994e+01	   2.2650000000000001e+00	
   1.0000000000000000e+00	  -4.1100000000000003e+00	  -9.0159999999999997e+01	  -4.7350000000000003e+00	
   1.0000000000000000e+00	  -4.0000000000000000e+00	  -8.8480000000000004e+01	   3.2650000000000001e+00	
   1.0000000000000000e+00	  -3.8799999999999999e+00	  -8.6420000000000002e+01	  -3.7349999999999999e+00	
   1.0000000000000000e+00	  -3.7500000000000000e+00	  -8.4230000000000004e+01	  -1.7350000000000001e+00	
   1.0000000000000000e+00	  -3.6499999999999999e+00	  -8.2519999999999996e+01	   3.2650000000000001e+00	
   1.0000000000000000e+00	  -3.6400000000000001e+00	  -8.2430000000000007e+01	   2.6500000000000001e-01	
   1.0000000000000000e+00	  -3.5600000000000001e+00	  -8.0980000000000004e+01	  -3.7349999999999999e+00	
   1.0000000000000000e+00	  -2.8999999999999999e+00	  -6.9329999999999998e+01	  -2.7349999999999999e+00	
   1.0000000000000000e+00	  -2.7799999999999998e+00	  -6.7040000000000006e+01	  -3.7349999999999999e+00	
   1.0000000000000000e+00	  -2.7200000000000002e+00	  -6.5959999999999994e+01	   4.2649999999999997e+00	
   1.0000000000000000e+00	  -2.3300000000000001e+00	  -5.8549999999999997e+01	   2.2650000000000001e+00	
   1.0000000000000000e+00	  -2.1499999999999999e+00	  -5.4920000000000002e+01	   1.2649999999999999e+00	
   1.0000000000000000e+00	  -2.0200000000000000e+00	  -5.2390000000000001e+01	  -5.7350000000000003e+00	
   1.0000000000000000e+00	  -1.7200000000000000e+00	  -4.6100000000000001e+01	  -2.7349999999999999e+00	
   1.0000000000000000e+00	  -1.6599999999999999e+00	  -4.4950000000000003e+01	  -1.7350000000000001e+00	
   1.0000000000000000e+00	  -1.3100000000000001e+00	  -3.7500000000000000e+01	  -2.7349999999999999e+00	
   1.0000000000000000e+00	  -1.3000000000000000e+00	  -3.7200000000000003e+01	   2.6500000000000001e-01	
   1.0000000000000000e+00	  -1.1399999999999999e+00	  -3.3729999999999997e+01	  -4.7350000000000003e+00	
   1.0000000000000000e+00	  -9.0000000000000002e-01	  -2.8440000000000001e+01	   1.2649999999999999e+00	
   1.0000000000000000e+00	  -9.0000000000000002e-01	  -2.8440000000000001e+01	   1.2649999999999999e+00	
   1.0000000000000000e+00	  -8.2999999999999996e-01	  -2.6780000000000001e+01	   4.2649999999999997e+00	
   1.0000000000000000e+00	  -7.9000000000000004e-01	  -2.5910000000000000e+01	  -1.7350000000000001e+00	
   1.0000000000000000e+00	  -7.5000000000000000e-01	  -2.4980000000000000e+01	   4.2649999999999997e+00	
