   1.0000000000000000e+00	  -6.0999999999999999e-01	  -2.1710000000000001e+01	   1.2649999999999999e+00	
   1.0000000000000000e+00	  -4.6000000000000002e-01	  -1.8350000000000001e+01	   3.2650000000000001e+00	
   1.0000000000000000e+00	  -1.4999999999999999e-01	  -1.0900000000000000e+01	   2.6500000000000001e-01	
   1.0000000000000000e+00	  -7.0000000000000007e-02	  -8.9900000000000002e+00	   3.2650000000000001e+00	
   1.0000000000000000e+00	   2.9999999999999999e-02	  -6.5400000000000000e+00	   2.6500000000000001e-01	
   1.0000000000000000e+00	   1.7999999999999999e-01	  -2.9199999999999999e+00	   2.2650000000000001e+00	
   1.0000000000000000e+00	   2.2000000000000000e-01	  -1.9099999999999999e+00	   2.2650000000000001e+00	
   1.0000000000000000e+00	   3.1000000000000000e-01	   1.3000000000000000e-01	   2.6500000000000001e-01	
   1.0000000000000000e+00	   3.7000000000000000e-01	   1.8400000000000001e+00	  -1.7350000000000001e+00	
   1.0000000000000000e+00	   4.6000000000000002e-01	   3.8999999999999999e+00	  -7.3499999999999999e-01	
   1.0000000000000000e+00	   7.6000000000000001e-01	   1.1570000000000000e+01	  -3.7349999999999999e+00	
   1.0000000000000000e+00	   9.5999999999999996e-01	   1.6899999999999999e+01	  -7.3499999999999999e-01	
   1.0000000000000000e+00	   1.0300000000000000e+00	   1.8770000000000000e+01	   4.2649999999999997e+00	
   1.0000000000000000e+00	   1.0600000000000001e+00	   1.9350000000000001e+01	  -2.7349999999999999e+00	
   1.0000000000000000e+00	   1.0900000000000001e+00	   2.0140000000000001e+01	   2.6500000000000001e-01	
   1.0000000000000000e+00	   1.4199999999999999e+00	   2.9010000000000002e+01	   4.2649999999999997e+00	
   1.0000000000000000e+00	   1.4399999999999999e+00	   2.9750000000000000e+01	   4.2649999999999997e+00	
   1.0000000000000000e+00	   1.6000000000000001e+00	   3.4009999999999998e+01	  -7.3499999999999999e-01	
   1.0000000000000000e+00	   1.8999999999999999e+00	   4.2369999999999997e+01	   2.2650000000000001e+00	
   1.0000000000000000e+00	   2.0000000000000000e+00	   4.5149999999999999e+01	   5.2649999999999997e+00	
   1.0000000000000000e+00	   2.1200000000000001e+00	   4.8409999999999997e+01	  -2.7349999999999999e+00	
   1.0000000000000000e+00	   2.2200000000000002e+00	   5.1310000000000002e+01	  -6.7350000000000003e+00	
   1.0000000000000000e+00	   2.2200000000000002e+00	   5.1469999999999999e+01	   4.2649999999999997e+00	
   1.0000000000000000e+00	   2.2700000000000000e+00	   5.2960000000000001e+01	   2.6500000000000001e-01	
   1.0000000000000000e+00	   2.2799999999999998e+00	   5.3119999999999997e+01	  -2.7349999999999999e+00	
   1.0000000000000000e+00	   2.2799999999999998e+00	   5.3119999999999997e+01	  -7.3499999999999999e-01	
   1.0000000000000000e+00	   2.5299999999999998e+00	   6.0359999999999999e+01	   5.2649999999999997e+00	
   1.0000000000000000e+00	   2.6699999999999999e+00	   6.4560000000000002e+01	  -2.7349999999999999e+00	
   1.0000000000000000e+00	   2.7599999999999998e+00	   6.7319999999999993e+01	  -2.7349999999999999e+00	
   1.0000000000000000e+00	   3.0499999999999998e+00	   7.5879999999999995e+01	  -6.7350000000000003e+00	
   1.0000000000000000e+00	   3.1200000000000001e+00	   7.8049999999999997e+01	  -1.7350000000000001e+00	
   1.0000000000000000e+00	   3.1499999999999999e+00	   7.8879999999999995e+01	  -3.7349999999999999e+00	
   1.0000000000000000e+00	   3.2900000000000000e+00	   8.3340000000000003e+01	  -5.7350000000000003e+00	
   1.0000000000000000e+00	   3.3900000000000001e+00	   8.6469999999999999e+01	  -5.7350000000000003e+00	
   1.0000000000000000e+00	   3.5600000000000001e+00	   9.1599999999999994e+01	   2.2650000000000001e+00	
   1.0000000000000000e+00	   4.0099999999999998e+00	   1.0589000000000000e+02	   4.2649999999999997e+00	
   1.0000000000000000e+00	   4.3799999999999999e+00	   1.1805000000000000e+02	   2.6500000000000001e-01	
   1.0000000000000000e+00	   4.5199999999999996e+00	   1.2286000000000000e+02	   2.2650000000000001e+00	
   1.0000000000000000e+00	   4.5800000000000001e+00	   1.2469000000000000e+02	   5.2649999999999997e+00	
   1.0000000000000000e+00	   4.7100000000000000e+00	   1.2919000000000000e+02	   7.2649999999999997e+00	
